code,code_0,code_1,code_2,code_3,code_4,description,level,source
W649,V01-Y99,V01-X59,W00-X59,W50-W64,W64,"Exposicion a otras fuerzas mecanicas animadas, y las no especificadas: lugar no especificado",5,deis.cl
W650,V01-Y99,V01-X59,W00-X59,W65-W74,W65,Ahogamiento y sumersion mientras se esta en la bañera: vivienda,5,deis.cl
W651,V01-Y99,V01-X59,W00-X59,W65-W74,W65,Ahogamiento y sumersion mientras se esta en la bañera: institucion residencial,5,deis.cl
W652,V01-Y99,V01-X59,W00-X59,W65-W74,W65,"Ahogamiento y sumersion mientras se esta en la bañera: escuelas, otras instituciones y areas administrativas publicas",5,deis.cl
W653,V01-Y99,V01-X59,W00-X59,W65-W74,W65,Ahogamiento y sumersion mientras se esta en la bañera: areas de deporte y atletismo,5,deis.cl
W654,V01-Y99,V01-X59,W00-X59,W65-W74,W65,Ahogamiento y sumersion mientras se esta en la bañera: calles y carreteras,5,deis.cl
W655,V01-Y99,V01-X59,W00-X59,W65-W74,W65,Ahogamiento y sumersion mientras se esta en la bañera: comercio y areas de servicio,5,deis.cl
W656,V01-Y99,V01-X59,W00-X59,W65-W74,W65,Ahogamiento y sumersion mientras se esta en la bañera: area industrial y de la construccion,5,deis.cl
W657,V01-Y99,V01-X59,W00-X59,W65-W74,W65,Ahogamiento y sumersion mientras se esta en la bañera: granja,5,deis.cl
W658,V01-Y99,V01-X59,W00-X59,W65-W74,W65,Ahogamiento y sumersion mientras se esta en la bañera: otro lugar especificado,5,deis.cl
W659,V01-Y99,V01-X59,W00-X59,W65-W74,W65,Ahogamiento y sumersion mientras se esta en la bañera: lugar no especificado,5,deis.cl
W660,V01-Y99,V01-X59,W00-X59,W65-W74,W66,Ahogamiento y sumersion consecutivos a caida en la bañera: vivienda,5,deis.cl
W661,V01-Y99,V01-X59,W00-X59,W65-W74,W66,Ahogamiento y sumersion consecutivos a caida en la bañera: institucion residencial,5,deis.cl
W662,V01-Y99,V01-X59,W00-X59,W65-W74,W66,"Ahogamiento y sumersion consecutivos a caida en la bañera: escuelas, otras instituciones y areas administrativas publicas",5,deis.cl
W663,V01-Y99,V01-X59,W00-X59,W65-W74,W66,Ahogamiento y sumersion consecutivos a caida en la bañera: areas de deporte y atletismo,5,deis.cl
W664,V01-Y99,V01-X59,W00-X59,W65-W74,W66,Ahogamiento y sumersion consecutivos a caida en la bañera: calles y carreteras,5,deis.cl
W665,V01-Y99,V01-X59,W00-X59,W65-W74,W66,Ahogamiento y sumersion consecutivos a caida en la bañera: comercio y areas de servicio,5,deis.cl
W666,V01-Y99,V01-X59,W00-X59,W65-W74,W66,Ahogamiento y sumersion consecutivos a caida en la bañera: area industrial y de la construccion,5,deis.cl
W667,V01-Y99,V01-X59,W00-X59,W65-W74,W66,Ahogamiento y sumersion consecutivos a caida en la bañera: granja,5,deis.cl
W668,V01-Y99,V01-X59,W00-X59,W65-W74,W66,Ahogamiento y sumersion consecutivos a caida en la bañera: otro lugar especificado,5,deis.cl
W669,V01-Y99,V01-X59,W00-X59,W65-W74,W66,Ahogamiento y sumersion consecutivos a caida en la bañera: lugar no especificado,5,deis.cl
W670,V01-Y99,V01-X59,W00-X59,W65-W74,W67,Ahogamiento y sumersion mientras se esta en una piscina: vivienda,5,deis.cl
W671,V01-Y99,V01-X59,W00-X59,W65-W74,W67,Ahogamiento y sumersion mientras se esta en una piscina: institucion residencial,5,deis.cl
W672,V01-Y99,V01-X59,W00-X59,W65-W74,W67,"Ahogamiento y sumersion mientras se esta en una piscina: escuelas, otras instituciones y areas administrativas publicas",5,deis.cl
W673,V01-Y99,V01-X59,W00-X59,W65-W74,W67,Ahogamiento y sumersion mientras se esta en una piscina: areas de deporte y atletismo,5,deis.cl
W674,V01-Y99,V01-X59,W00-X59,W65-W74,W67,Ahogamiento y sumersion mientras se esta en una piscina: calles y carreteras,5,deis.cl
W675,V01-Y99,V01-X59,W00-X59,W65-W74,W67,Ahogamiento y sumersion mientras se esta en una piscina: comercio y areas de servicio,5,deis.cl
W676,V01-Y99,V01-X59,W00-X59,W65-W74,W67,Ahogamiento y sumersion mientras se esta en una piscina: area industrial y de la construccion,5,deis.cl
W677,V01-Y99,V01-X59,W00-X59,W65-W74,W67,Ahogamiento y sumersion mientras se esta en una piscina: granja,5,deis.cl
W678,V01-Y99,V01-X59,W00-X59,W65-W74,W67,Ahogamiento y sumersion mientras se esta en una piscina: otro lugar especificado,5,deis.cl
W679,V01-Y99,V01-X59,W00-X59,W65-W74,W67,Ahogamiento y sumersion mientras se esta en una piscina: lugar no especificado,5,deis.cl
W680,V01-Y99,V01-X59,W00-X59,W65-W74,W68,Ahogamiento y sumersion consecutivos a caida en una piscina: vivienda,5,deis.cl
W681,V01-Y99,V01-X59,W00-X59,W65-W74,W68,Ahogamiento y sumersion consecutivos a caida en una piscina: institucion residencial,5,deis.cl
W682,V01-Y99,V01-X59,W00-X59,W65-W74,W68,"Ahogamiento y sumersion consecutivos a caida en una piscina: escuelas, otras instituciones y areas administrativas publicas",5,deis.cl
W683,V01-Y99,V01-X59,W00-X59,W65-W74,W68,Ahogamiento y sumersion consecutivos a caida en una piscina: areas de deporte y atletismo,5,deis.cl
W684,V01-Y99,V01-X59,W00-X59,W65-W74,W68,Ahogamiento y sumersion consecutivos a caida en una piscina: calles y carreteras,5,deis.cl
W685,V01-Y99,V01-X59,W00-X59,W65-W74,W68,Ahogamiento y sumersion consecutivos a caida en una piscina: comercio y areas de servicio,5,deis.cl
W686,V01-Y99,V01-X59,W00-X59,W65-W74,W68,Ahogamiento y sumersion consecutivos a caida en una piscina: area industrial y de la construccion,5,deis.cl
W687,V01-Y99,V01-X59,W00-X59,W65-W74,W68,Ahogamiento y sumersion consecutivos a caida en una piscina: granja,5,deis.cl
W688,V01-Y99,V01-X59,W00-X59,W65-W74,W68,Ahogamiento y sumersion consecutivos a caida en una piscina: otro lugar especificado,5,deis.cl
W689,V01-Y99,V01-X59,W00-X59,W65-W74,W68,Ahogamiento y sumersion consecutivos a caida en una piscina: lugar no especificado,5,deis.cl
W690,V01-Y99,V01-X59,W00-X59,W65-W74,W69,Ahogamiento y sumersion mientras se esta en aguas naturales: vivienda,5,deis.cl
W691,V01-Y99,V01-X59,W00-X59,W65-W74,W69,Ahogamiento y sumersion mientras se esta en aguas naturales: institucion residencial,5,deis.cl
W692,V01-Y99,V01-X59,W00-X59,W65-W74,W69,"Ahogamiento y sumersion mientras se esta en aguas naturales: escuelas, otras instituciones y areas administrativas publicas",5,deis.cl
W693,V01-Y99,V01-X59,W00-X59,W65-W74,W69,Ahogamiento y sumersion mientras se esta en aguas naturales: areas de deporte y atletismo,5,deis.cl
W694,V01-Y99,V01-X59,W00-X59,W65-W74,W69,Ahogamiento y sumersion mientras se esta en aguas naturales: calles y carreteras,5,deis.cl
W695,V01-Y99,V01-X59,W00-X59,W65-W74,W69,Ahogamiento y sumersion mientras se esta en aguas naturales: comercio y areas de servicio,5,deis.cl
W696,V01-Y99,V01-X59,W00-X59,W65-W74,W69,Ahogamiento y sumersion mientras se esta en aguas naturales: area industrial y de la construccion,5,deis.cl
W697,V01-Y99,V01-X59,W00-X59,W65-W74,W69,Ahogamiento y sumersion mientras se esta en aguas naturales: granja,5,deis.cl
W698,V01-Y99,V01-X59,W00-X59,W65-W74,W69,Ahogamiento y sumersion mientras se esta en aguas naturales: otro lugar especificado,5,deis.cl
W699,V01-Y99,V01-X59,W00-X59,W65-W74,W69,Ahogamiento y sumersion mientras se esta en aguas naturales: lugar no especificado,5,deis.cl
W700,V01-Y99,V01-X59,W00-X59,W65-W74,W70,Ahogamiento y sumersion posterior a caida en aguas naturales: vivienda,5,deis.cl
W701,V01-Y99,V01-X59,W00-X59,W65-W74,W70,Ahogamiento y sumersion posterior a caida en aguas naturales: institucion residencial,5,deis.cl
W702,V01-Y99,V01-X59,W00-X59,W65-W74,W70,"Ahogamiento y sumersion posterior a caida en aguas naturales: escuelas, otras instituciones y areas administrativas publicas",5,deis.cl
W703,V01-Y99,V01-X59,W00-X59,W65-W74,W70,Ahogamiento y sumersion posterior a caida en aguas naturales: areas de deporte y atletismo,5,deis.cl
W704,V01-Y99,V01-X59,W00-X59,W65-W74,W70,Ahogamiento y sumersion posterior a caida en aguas naturales: calles y carreteras,5,deis.cl
W705,V01-Y99,V01-X59,W00-X59,W65-W74,W70,Ahogamiento y sumersion posterior a caida en aguas naturales: comercio y areas de servicio,5,deis.cl
W706,V01-Y99,V01-X59,W00-X59,W65-W74,W70,Ahogamiento y sumersion posterior a caida en aguas naturales: area industrial y de la construccion,5,deis.cl
W707,V01-Y99,V01-X59,W00-X59,W65-W74,W70,Ahogamiento y sumersion posterior a caida en aguas naturales: granja,5,deis.cl
W708,V01-Y99,V01-X59,W00-X59,W65-W74,W70,Ahogamiento y sumersion posterior a caida en aguas naturales: otro lugar especificado,5,deis.cl
W709,V01-Y99,V01-X59,W00-X59,W65-W74,W70,Ahogamiento y sumersion posterior a caida en aguas naturales: lugar no especificado,5,deis.cl
W730,V01-Y99,V01-X59,W00-X59,W65-W74,W73,Otros ahogamientos y sumersiones especificados: vivienda,5,deis.cl
W731,V01-Y99,V01-X59,W00-X59,W65-W74,W73,Otros ahogamientos y sumersiones especificados: institucion residencial,5,deis.cl
W732,V01-Y99,V01-X59,W00-X59,W65-W74,W73,"Otros ahogamientos y sumersiones especificados: escuelas, otras instituciones y areas administrativas publicas",5,deis.cl
W733,V01-Y99,V01-X59,W00-X59,W65-W74,W73,Otros ahogamientos y sumersiones especificados: areas de deporte y atletismo,5,deis.cl
W734,V01-Y99,V01-X59,W00-X59,W65-W74,W73,Otros ahogamientos y sumersiones especificados: calles y carreteras,5,deis.cl
W735,V01-Y99,V01-X59,W00-X59,W65-W74,W73,Otros ahogamientos y sumersiones especificados: comercio y areas de servicio,5,deis.cl
W736,V01-Y99,V01-X59,W00-X59,W65-W74,W73,Otros ahogamientos y sumersiones especificados: area industrial y de la construccion,5,deis.cl
W737,V01-Y99,V01-X59,W00-X59,W65-W74,W73,Otros ahogamientos y sumersiones especificados: granja,5,deis.cl
W738,V01-Y99,V01-X59,W00-X59,W65-W74,W73,Otros ahogamientos y sumersiones especificados: otro lugar especificado,5,deis.cl
W739,V01-Y99,V01-X59,W00-X59,W65-W74,W73,Otros ahogamientos y sumersiones especificados: lugar no especificado,5,deis.cl
W740,V01-Y99,V01-X59,W00-X59,W65-W74,W74,Ahogamiento y sumersion no especificados: vivienda,5,deis.cl
W741,V01-Y99,V01-X59,W00-X59,W65-W74,W74,Ahogamiento y sumersion no especificados: institucion residencial,5,deis.cl
W742,V01-Y99,V01-X59,W00-X59,W65-W74,W74,"Ahogamiento y sumersion no especificados: escuelas, otras instituciones y areas administrativas publicas",5,deis.cl
W743,V01-Y99,V01-X59,W00-X59,W65-W74,W74,Ahogamiento y sumersion no especificados: areas de deporte y atletismo,5,deis.cl
W744,V01-Y99,V01-X59,W00-X59,W65-W74,W74,Ahogamiento y sumersion no especificados: calles y carreteras,5,deis.cl
W745,V01-Y99,V01-X59,W00-X59,W65-W74,W74,Ahogamiento y sumersion no especificados: comercio y areas de servicio,5,deis.cl
W746,V01-Y99,V01-X59,W00-X59,W65-W74,W74,Ahogamiento y sumersion no especificados: area industrial y de la construccion,5,deis.cl
W747,V01-Y99,V01-X59,W00-X59,W65-W74,W74,Ahogamiento y sumersion no especificados: granja,5,deis.cl
W748,V01-Y99,V01-X59,W00-X59,W65-W74,W74,Ahogamiento y sumersion no especificados: otro lugar especificado,5,deis.cl
W749,V01-Y99,V01-X59,W00-X59,W65-W74,W74,Ahogamiento y sumersion no especificados: lugar no especificado,5,deis.cl
W750,V01-Y99,V01-X59,W00-X59,W75-W84,W75,Sofocacion y estrangulamiento accidental en la cama: vivienda,5,deis.cl
W751,V01-Y99,V01-X59,W00-X59,W75-W84,W75,Sofocacion y estrangulamiento accidental en la cama: institucion residencial,5,deis.cl
W752,V01-Y99,V01-X59,W00-X59,W75-W84,W75,"Sofocacion y estrangulamiento accidental en la cama: escuelas, otras instituciones y areas administrativas publicas",5,deis.cl
W753,V01-Y99,V01-X59,W00-X59,W75-W84,W75,Sofocacion y estrangulamiento accidental en la cama: areas de deporte y atletismo,5,deis.cl
W754,V01-Y99,V01-X59,W00-X59,W75-W84,W75,Sofocacion y estrangulamiento accidental en la cama: calles y carreteras,5,deis.cl
W755,V01-Y99,V01-X59,W00-X59,W75-W84,W75,Sofocacion y estrangulamiento accidental en la cama: comercio y areas de servicio,5,deis.cl
W756,V01-Y99,V01-X59,W00-X59,W75-W84,W75,Sofocacion y estrangulamiento accidental en la cama: area industrial y de la construccion,5,deis.cl
W757,V01-Y99,V01-X59,W00-X59,W75-W84,W75,Sofocacion y estrangulamiento accidental en la cama: granja,5,deis.cl
W758,V01-Y99,V01-X59,W00-X59,W75-W84,W75,Sofocacion y estrangulamiento accidental en la cama: otro lugar especificado,5,deis.cl
W759,V01-Y99,V01-X59,W00-X59,W75-W84,W75,Sofocacion y estrangulamiento accidental en la cama: lugar no especificado,5,deis.cl
W760,V01-Y99,V01-X59,W00-X59,W75-W84,W76,Otros estrangulamientos y ahorcamientos accidentales: vivienda,5,deis.cl
W761,V01-Y99,V01-X59,W00-X59,W75-W84,W76,Otros estrangulamientos y ahorcamientos accidentales: institucion residencial,5,deis.cl
W762,V01-Y99,V01-X59,W00-X59,W75-W84,W76,"Otros estrangulamientos y ahorcamientos accidentales: escuelas, otras instituciones y areas administrativas publicas",5,deis.cl
W763,V01-Y99,V01-X59,W00-X59,W75-W84,W76,Otros estrangulamientos y ahorcamientos accidentales: areas de deporte y atletismo,5,deis.cl
W764,V01-Y99,V01-X59,W00-X59,W75-W84,W76,Otros estrangulamientos y ahorcamientos accidentales: calles y carreteras,5,deis.cl
W765,V01-Y99,V01-X59,W00-X59,W75-W84,W76,Otros estrangulamientos y ahorcamientos accidentales: comercio y areas de servicio,5,deis.cl
W766,V01-Y99,V01-X59,W00-X59,W75-W84,W76,Otros estrangulamientos y ahorcamientos accidentales: area industrial y de la construccion,5,deis.cl
W767,V01-Y99,V01-X59,W00-X59,W75-W84,W76,Otros estrangulamientos y ahorcamientos accidentales: granja,5,deis.cl
W768,V01-Y99,V01-X59,W00-X59,W75-W84,W76,Otros estrangulamientos y ahorcamientos accidentales: otro lugar especificado,5,deis.cl
W769,V01-Y99,V01-X59,W00-X59,W75-W84,W76,Otros estrangulamientos y ahorcamientos accidentales: lugar no especificado,5,deis.cl
W770,V01-Y99,V01-X59,W00-X59,W75-W84,W77,"Obstruccion de la respiracion debida a hundimiento, caida de tierra u otras sustancias: vivienda",5,deis.cl
W771,V01-Y99,V01-X59,W00-X59,W75-W84,W77,"Obstruccion de la respiracion debida a hundimiento, caida de tierra u otras sustancias: institucion residencial",5,deis.cl
W772,V01-Y99,V01-X59,W00-X59,W75-W84,W77,"Obstruccion de la respiracion debida a hundimiento, caida de tierra u otras sustancias: escuelas, otras instituciones y areas administrativas publicas",5,deis.cl
W773,V01-Y99,V01-X59,W00-X59,W75-W84,W77,"Obstruccion de la respiracion debida a hundimiento, caida de tierra u otras sustancias: areas de deporte y atletismo",5,deis.cl
W774,V01-Y99,V01-X59,W00-X59,W75-W84,W77,"Obstruccion de la respiracion debida a hundimiento, caida de tierra u otras sustancias: calles y carreteras",5,deis.cl
W775,V01-Y99,V01-X59,W00-X59,W75-W84,W77,"Obstruccion de la respiracion debida a hundimiento, caida de tierra u otras sustancias: comercio y areas de servicio",5,deis.cl
W776,V01-Y99,V01-X59,W00-X59,W75-W84,W77,"Obstruccion de la respiracion debida a hundimiento, caida de tierra u otras sustancias: area industrial y de la construccion",5,deis.cl
W777,V01-Y99,V01-X59,W00-X59,W75-W84,W77,"Obstruccion de la respiracion debida a hundimiento, caida de tierra u otras sustancias: granja",5,deis.cl
W778,V01-Y99,V01-X59,W00-X59,W75-W84,W77,"Obstruccion de la respiracion debida a hundimiento, caida de tierra u otras sustancias: otro lugar especificado",5,deis.cl
W779,V01-Y99,V01-X59,W00-X59,W75-W84,W77,"Obstruccion de la respiracion debida a hundimiento, caida de tierra u otras sustancias: lugar no especificado",5,deis.cl
W780,V01-Y99,V01-X59,W00-X59,W75-W84,W78,Inhalacion de contenidos gastricos: vivienda,5,deis.cl
W781,V01-Y99,V01-X59,W00-X59,W75-W84,W78,Inhalacion de contenidos gastricos: institucion residencial,5,deis.cl
W782,V01-Y99,V01-X59,W00-X59,W75-W84,W78,"Inhalacion de contenidos gastricos: escuelas, otras instituciones y areas administrativas publicas",5,deis.cl
W783,V01-Y99,V01-X59,W00-X59,W75-W84,W78,Inhalacion de contenidos gastricos: areas de deporte y atletismo,5,deis.cl
W784,V01-Y99,V01-X59,W00-X59,W75-W84,W78,Inhalacion de contenidos gastricos: calles y carreteras,5,deis.cl
W785,V01-Y99,V01-X59,W00-X59,W75-W84,W78,Inhalacion de contenidos gastricos: comercio y areas de servicio,5,deis.cl
W786,V01-Y99,V01-X59,W00-X59,W75-W84,W78,Inhalacion de contenidos gastricos: area industrial y de la construccion,5,deis.cl
W787,V01-Y99,V01-X59,W00-X59,W75-W84,W78,Inhalacion de contenidos gastricos: granja,5,deis.cl
W788,V01-Y99,V01-X59,W00-X59,W75-W84,W78,Inhalacion de contenidos gastricos: otro lugar especificado,5,deis.cl
W789,V01-Y99,V01-X59,W00-X59,W75-W84,W78,Inhalacion de contenidos gastricos: lugar no especificado,5,deis.cl
W790,V01-Y99,V01-X59,W00-X59,W75-W84,W79,Inhalacion e ingestion de alimento que causa obstruccion de las vias respiratorias: vivienda,5,deis.cl
W791,V01-Y99,V01-X59,W00-X59,W75-W84,W79,Inhalacion e ingestion de alimento que causa obstruccion de las vias respiratorias: institucion residencial,5,deis.cl
W792,V01-Y99,V01-X59,W00-X59,W75-W84,W79,"Inhalacion e ingestion de alimento que causa obstruccion de las vias respiratorias: escuelas, otras instituciones y areas administrativas publicas",5,deis.cl
W793,V01-Y99,V01-X59,W00-X59,W75-W84,W79,Inhalacion e ingestion de alimento que causa obstruccion de las vias respiratorias: areas de deporte y atletismo,5,deis.cl
W794,V01-Y99,V01-X59,W00-X59,W75-W84,W79,Inhalacion e ingestion de alimento que causa obstruccion de las vias respiratorias: calles y carreteras,5,deis.cl
W795,V01-Y99,V01-X59,W00-X59,W75-W84,W79,Inhalacion e ingestion de alimento que causa obstruccion de las vias respiratorias: comercio y areas de servicio,5,deis.cl
W796,V01-Y99,V01-X59,W00-X59,W75-W84,W79,Inhalacion e ingestion de alimento que causa obstruccion de las vias respiratorias: area industrial y de la construccion,5,deis.cl
W797,V01-Y99,V01-X59,W00-X59,W75-W84,W79,Inhalacion e ingestion de alimento que causa obstruccion de las vias respiratorias: granja,5,deis.cl
W798,V01-Y99,V01-X59,W00-X59,W75-W84,W79,Inhalacion e ingestion de alimento que causa obstruccion de las vias respiratorias: otro lugar especificado,5,deis.cl
W799,V01-Y99,V01-X59,W00-X59,W75-W84,W79,Inhalacion e ingestion de alimento que causa obstruccion de las vias respiratorias: lugar no especificado,5,deis.cl
W800,V01-Y99,V01-X59,W00-X59,W75-W84,W80,Inhalacion e ingestion de otros objetos que causan obstruccion de las vias respiratorias: vivienda,5,deis.cl
W801,V01-Y99,V01-X59,W00-X59,W75-W84,W80,Inhalacion e ingestion de otros objetos que causan obstruccion de las vias respiratorias: institucion residencial,5,deis.cl
W802,V01-Y99,V01-X59,W00-X59,W75-W84,W80,"Inhalacion e ingestion de otros objetos que causan obstruccion de las vias respiratorias: escuelas, otras instituciones y areas administrativas publicas",5,deis.cl
W803,V01-Y99,V01-X59,W00-X59,W75-W84,W80,Inhalacion e ingestion de otros objetos que causan obstruccion de las vias respiratorias: areas de deporte y atletismo,5,deis.cl
W804,V01-Y99,V01-X59,W00-X59,W75-W84,W80,Inhalacion e ingestion de otros objetos que causan obstruccion de las vias respiratorias: calles y carreteras,5,deis.cl
W805,V01-Y99,V01-X59,W00-X59,W75-W84,W80,Inhalacion e ingestion de otros objetos que causan obstruccion de las vias respiratorias: comercio y areas de servicio,5,deis.cl
W806,V01-Y99,V01-X59,W00-X59,W75-W84,W80,Inhalacion e ingestion de otros objetos que causan obstruccion de las vias respiratorias: area industrial y de la construccion,5,deis.cl
W807,V01-Y99,V01-X59,W00-X59,W75-W84,W80,Inhalacion e ingestion de otros objetos que causan obstruccion de las vias respiratorias: granja,5,deis.cl
W808,V01-Y99,V01-X59,W00-X59,W75-W84,W80,Inhalacion e ingestion de otros objetos que causan obstruccion de las vias respiratorias: otro lugar especificado,5,deis.cl
W809,V01-Y99,V01-X59,W00-X59,W75-W84,W80,Inhalacion e ingestion de otros objetos que causan obstruccion de las vias respiratorias: lugar no especificado,5,deis.cl
W810,V01-Y99,V01-X59,W00-X59,W75-W84,W81,Confinado o atrapado en un ambiente con bajo contenido de oxigeno: vivienda,5,deis.cl
W811,V01-Y99,V01-X59,W00-X59,W75-W84,W81,Confinado o atrapado en un ambiente con bajo contenido de oxigeno: institucion residencial,5,deis.cl
W812,V01-Y99,V01-X59,W00-X59,W75-W84,W81,"Confinado o atrapado en un ambiente con bajo contenido de oxigeno: escuelas, otras instituciones y areas administrativas publicas",5,deis.cl
W813,V01-Y99,V01-X59,W00-X59,W75-W84,W81,Confinado o atrapado en un ambiente con bajo contenido de oxigeno: areas de deporte y atletismo,5,deis.cl
W814,V01-Y99,V01-X59,W00-X59,W75-W84,W81,Confinado o atrapado en un ambiente con bajo contenido de oxigeno: calles y carreteras,5,deis.cl
W815,V01-Y99,V01-X59,W00-X59,W75-W84,W81,Confinado o atrapado en un ambiente con bajo contenido de oxigeno: comercio y areas de servicio,5,deis.cl
W816,V01-Y99,V01-X59,W00-X59,W75-W84,W81,Confinado o atrapado en un ambiente con bajo contenido de oxigeno: area industrial y de la construccion,5,deis.cl
W817,V01-Y99,V01-X59,W00-X59,W75-W84,W81,Confinado o atrapado en un ambiente con bajo contenido de oxigeno: granja,5,deis.cl
W818,V01-Y99,V01-X59,W00-X59,W75-W84,W81,Confinado o atrapado en un ambiente con bajo contenido de oxigeno: otro lugar especificado,5,deis.cl
W819,V01-Y99,V01-X59,W00-X59,W75-W84,W81,Confinado o atrapado en un ambiente con bajo contenido de oxigeno: lugar no especificado,5,deis.cl
W830,V01-Y99,V01-X59,W00-X59,W75-W84,W83,Otras obstrucciones especificadas de la respiracion: vivienda,5,deis.cl
W831,V01-Y99,V01-X59,W00-X59,W75-W84,W83,Otras obstrucciones especificadas de la respiracion: institucion residencial,5,deis.cl
W832,V01-Y99,V01-X59,W00-X59,W75-W84,W83,"Otras obstrucciones especificadas de la respiracion: escuelas, otras instituciones y areas administrativas publicas",5,deis.cl
W833,V01-Y99,V01-X59,W00-X59,W75-W84,W83,Otras obstrucciones especificadas de la respiracion: areas de deporte y atletismo,5,deis.cl
W834,V01-Y99,V01-X59,W00-X59,W75-W84,W83,Otras obstrucciones especificadas de la respiracion: calles y carreteras,5,deis.cl
W835,V01-Y99,V01-X59,W00-X59,W75-W84,W83,Otras obstrucciones especificadas de la respiracion: comercio y areas de servicio,5,deis.cl
W836,V01-Y99,V01-X59,W00-X59,W75-W84,W83,Otras obstrucciones especificadas de la respiracion: area industrial y de la construccion,5,deis.cl
W837,V01-Y99,V01-X59,W00-X59,W75-W84,W83,Otras obstrucciones especificadas de la respiracion: granja,5,deis.cl
W838,V01-Y99,V01-X59,W00-X59,W75-W84,W83,Otras obstrucciones especificadas de la respiracion: otro lugar especificado,5,deis.cl
W839,V01-Y99,V01-X59,W00-X59,W75-W84,W83,Otras obstrucciones especificadas de la respiracion: lugar no especificado,5,deis.cl
W840,V01-Y99,V01-X59,W00-X59,W75-W84,W84,Obstrucciones no especificada de la respiracion: vivienda,5,deis.cl
W841,V01-Y99,V01-X59,W00-X59,W75-W84,W84,Obstrucciones no especificada de la respiracion: institucion residencial,5,deis.cl
W842,V01-Y99,V01-X59,W00-X59,W75-W84,W84,"Obstrucciones no especificada de la respiracion: escuelas, otras instituciones y areas administrativas publicas",5,deis.cl
W843,V01-Y99,V01-X59,W00-X59,W75-W84,W84,Obstrucciones no especificada de la respiracion: areas de deporte y atletismo,5,deis.cl
W844,V01-Y99,V01-X59,W00-X59,W75-W84,W84,Obstrucciones no especificada de la respiracion: calles y carreteras,5,deis.cl
W845,V01-Y99,V01-X59,W00-X59,W75-W84,W84,Obstrucciones no especificada de la respiracion: comercio y areas de servicio,5,deis.cl
W846,V01-Y99,V01-X59,W00-X59,W75-W84,W84,Obstrucciones no especificada de la respiracion: area industrial y de la construccion,5,deis.cl
W847,V01-Y99,V01-X59,W00-X59,W75-W84,W84,Obstrucciones no especificada de la respiracion: granja,5,deis.cl
W848,V01-Y99,V01-X59,W00-X59,W75-W84,W84,Obstrucciones no especificada de la respiracion: otro lugar especificado,5,deis.cl
W849,V01-Y99,V01-X59,W00-X59,W75-W84,W84,Obstrucciones no especificada de la respiracion: lugar no especificado,5,deis.cl
W850,V01-Y99,V01-X59,W00-X59,W85-W99,W85,Exposicion a lineas de transmision electrica: vivienda,5,deis.cl
W851,V01-Y99,V01-X59,W00-X59,W85-W99,W85,Exposicion a lineas de transmision electrica: institucion residencial,5,deis.cl
W852,V01-Y99,V01-X59,W00-X59,W85-W99,W85,"Exposicion a lineas de transmision electrica: escuelas, otras instituciones y areas administrativas publicas",5,deis.cl
W853,V01-Y99,V01-X59,W00-X59,W85-W99,W85,Exposicion a lineas de transmision electrica: areas de deporte y atletismo,5,deis.cl
W854,V01-Y99,V01-X59,W00-X59,W85-W99,W85,Exposicion a lineas de transmision electrica: calles y carreteras,5,deis.cl
W855,V01-Y99,V01-X59,W00-X59,W85-W99,W85,Exposicion a lineas de transmision electrica: comercio y areas de servicio,5,deis.cl
W856,V01-Y99,V01-X59,W00-X59,W85-W99,W85,Exposicion a lineas de transmision electrica: area industrial y de la construccion,5,deis.cl
W857,V01-Y99,V01-X59,W00-X59,W85-W99,W85,Exposicion a lineas de transmision electrica: granja,5,deis.cl
W858,V01-Y99,V01-X59,W00-X59,W85-W99,W85,Exposicion a lineas de transmision electrica: otro lugar especificado,5,deis.cl
W859,V01-Y99,V01-X59,W00-X59,W85-W99,W85,Exposicion a lineas de transmision electrica: lugar no especificado,5,deis.cl
W860,V01-Y99,V01-X59,W00-X59,W85-W99,W86,Exposicion a otras corrientes electricas especificadas: vivienda,5,deis.cl
W861,V01-Y99,V01-X59,W00-X59,W85-W99,W86,Exposicion a otras corrientes electricas especificadas: institucion residencial,5,deis.cl
W862,V01-Y99,V01-X59,W00-X59,W85-W99,W86,"Exposicion a otras corrientes electricas especificadas: escuelas, otras instituciones y areas administrativas publicas",5,deis.cl
W863,V01-Y99,V01-X59,W00-X59,W85-W99,W86,Exposicion a otras corrientes electricas especificadas: areas de deporte y atletismo,5,deis.cl
W864,V01-Y99,V01-X59,W00-X59,W85-W99,W86,Exposicion a otras corrientes electricas especificadas: calles y carreteras,5,deis.cl
W865,V01-Y99,V01-X59,W00-X59,W85-W99,W86,Exposicion a otras corrientes electricas especificadas: comercio y areas de servicio,5,deis.cl
W866,V01-Y99,V01-X59,W00-X59,W85-W99,W86,Exposicion a otras corrientes electricas especificadas: area industrial y de la construccion,5,deis.cl
W867,V01-Y99,V01-X59,W00-X59,W85-W99,W86,Exposicion a otras corrientes electricas especificadas: granja,5,deis.cl
W868,V01-Y99,V01-X59,W00-X59,W85-W99,W86,Exposicion a otras corrientes electricas especificadas: otro lugar especificado,5,deis.cl
W869,V01-Y99,V01-X59,W00-X59,W85-W99,W86,Exposicion a otras corrientes electricas especificadas: lugar no especificado,5,deis.cl
W870,V01-Y99,V01-X59,W00-X59,W85-W99,W87,Exposicion a corriente electrica no especificada: vivienda,5,deis.cl
